iter	Logloss
1513	0.1387088656
1514	0.1386826586
1515	0.1386635183
1516	0.1386421418
1517	0.1386307262
1518	0.1386235262
1519	0.1385854178
1520	0.1385645846
1521	0.1385406143
1522	0.1385096402
1523	0.138489791
1524	0.1384849756
1525	0.1384657812
1526	0.1384479418
1527	0.1384438348
1528	0.1384258633
1529	0.1383997976
1530	0.1383875272
1531	0.1383678722
1532	0.1383640714
1533	0.1383476872
1534	0.1383345373
1535	0.1383244786
1536	0.1382938434
1537	0.1382650343
1538	0.138235766
1539	0.1382128983
1540	0.1381915191
1541	0.1381701978
1542	0.1381370661
1543	0.1381194312
1544	0.1381016557
1545	0.1380729555
1546	0.1380551343
1547	0.1380091007
1548	0.1380044491
1549	0.137977128
1550	0.1379556014
1551	0.1379338503
1552	0.1379286427
1553	0.1379112832
1554	0.1379001472
1555	0.1378741733
1556	0.137855773
1557	0.1378501004
1558	0.137827639
1559	0.1378215554
1560	0.1378052353
1561	0.137787369
1562	0.1377726092
1563	0.1377562853
1564	0.1377318257
1565	0.1377070494
1566	0.1376912651
1567	0.1376773707
1568	0.1376575905
1569	0.1376358932
1570	0.1376153444
1571	0.1375929639
1572	0.1375812622
1573	0.1375770052
1574	0.1375477328
1575	0.1375313254
1576	0.1375148493
1577	0.1374911158
1578	0.1374757759
1579	0.1374602335
1580	0.1374455454
1581	0.137425993
1582	0.1374052757
1583	0.1373927638
1584	0.1373696423
1585	0.1373259019
1586	0.1372861423
1587	0.1372717987
1588	0.1372260697
1589	0.1372148709
1590	0.1371953711
1591	0.1371845244
1592	0.1371747919
1593	0.1371489562
1594	0.1371398324
1595	0.1371199292
1596	0.1371089814
1597	0.1370978035
1598	0.1370802209
1599	0.1370643111
1600	0.1370394342
1601	0.1370202169
1602	0.1370116781
1603	0.1369995961
1604	0.1369877954
1605	0.1369702893
1606	0.1369484333
1607	0.1369257069
1608	0.1369137228
1609	0.1368892658
1610	0.1368752337
1611	0.1368466801
1612	0.1368319246
1613	0.1368129592
1614	0.1367960736
1615	0.13678489
1616	0.1367614009
1617	0.1367408369
1618	0.1367191228
1619	0.1366917938
1620	0.1366702104
1621	0.1366539547
1622	0.1366266727
1623	0.1366084839
1624	0.1365866562
1625	0.1365670549
1626	0.1365487248
1627	0.1365284819
1628	0.1365085281
1629	0.1365000027
1630	0.1364837662
1631	0.1364626729
1632	0.1364544641
1633	0.1364342805
1634	0.1364144142
1635	0.1363988211
1636	0.1363810566
1637	0.1363653076
1638	0.1363490495
1639	0.1363418461
1640	0.1363216968
1641	0.1362918409
1642	0.1362058498
1643	0.1361670966
1644	0.1361382928
1645	0.136122521
1646	0.1361088093
1647	0.1360748733
1648	0.1360716017
1649	0.1360558945
1650	0.1360530386
1651	0.1360349153
1652	0.1360261877
1653	0.1360063273
1654	0.1360039066
1655	0.135988889
1656	0.1359847307
1657	0.13598036
1658	0.135962304
1659	0.1359473243
1660	0.135929133
1661	0.1359251482
1662	0.135922135
1663	0.1359029103
1664	0.1358974157
1665	0.1358790786
1666	0.1358741062
1667	0.1358553906
1668	0.1358508122
1669	0.1358330361
1670	0.1358079145
1671	0.1357916633
1672	0.1357819045
1673	0.1357711415
1674	0.1357455084
1675	0.1357306149
1676	0.1357259702
1677	0.1357190818
1678	0.1357156617
1679	0.1357111293
1680	0.1356853416
1681	0.135668275
1682	0.1356464866
1683	0.1356199835
1684	0.1355943106
1685	0.1355753293
1686	0.1355404569
1687	0.1355327658
1688	0.1355098304
1689	0.1354463756
1690	0.1354426447
1691	0.1354225636
1692	0.1354198845
1693	0.1354051794
1694	0.1353786296
1695	0.1353615166
1696	0.1353370652
1697	0.1353297411
1698	0.1353237027
1699	0.1353098498
1700	0.135306588
1701	0.1352887267
1702	0.1352821644
1703	0.135276551
1704	0.135258772
1705	0.1352461321
1706	0.135237431
1707	0.135208009
1708	0.1352001637
1709	0.1351919069
1710	0.1351886049
1711	0.1351661697
1712	0.1351353865
1713	0.1351209488
1714	0.1351086702
1715	0.1350919209
1716	0.1350833712
1717	0.1350728747
1718	0.1350564186
1719	0.1350332005
1720	0.1350288858
1721	0.1350144138
1722	0.1349958674
1723	0.1349715181
1724	0.1349603042
1725	0.1349356136
1726	0.1349298506
1727	0.1349133276
1728	0.1348742719
1729	0.1348584764
1730	0.1348350222
1731	0.1348124725
1732	0.1348061472
1733	0.1348008783
1734	0.1347972329
1735	0.1347820196
1736	0.1347512989
1737	0.1347262608
1738	0.1347098227
1739	0.1346990682
1740	0.1346872896
1741	0.1346758975
1742	0.1346720153
1743	0.1346532503
1744	0.1346469405
1745	0.134626333
1746	0.1346155706
1747	0.134601697
1748	0.134584526
1749	0.1345788385
1750	0.1345643437
1751	0.1345591387
1752	0.134552733
1753	0.1345372672
1754	0.1345242636
1755	0.1344970449
1756	0.1344668595
1757	0.1344515497
1758	0.1344462178
1759	0.134432563
1760	0.1344177658
1761	0.1344157042
1762	0.1344135762
1763	0.1343932459
1764	0.1343891086
1765	0.134382547
1766	0.1343666292
1767	0.1343630054
1768	0.1343312059
1769	0.1343084502
1770	0.134290014
1771	0.1342744005
1772	0.1342623195
1773	0.1342348285
1774	0.1342190786
1775	0.1341956967
1776	0.1341844493
1777	0.1341552293
1778	0.1341386882
1779	0.1341012761
1780	0.134087384
1781	0.1340759526
1782	0.1340721518
1783	0.1340464883
1784	0.1340329572
1785	0.1340049534
1786	0.1339990269
1787	0.1339886779
1788	0.1339677499
1789	0.1339071653
1790	0.1338855353
1791	0.1338599879
1792	0.1338440052
1793	0.1338312863
1794	0.1338033217
1795	0.1337846873
1796	0.1337629142
1797	0.1337451496
1798	0.1337339746
1799	0.1336778312
1800	0.1336662083
1801	0.1336504592
1802	0.1336462969
1803	0.1336462626
1804	0.1336462189
1805	0.1336461753
1806	0.1336461503
1807	0.1336188673
1808	0.1336188644
1809	0.1336188493
1810	0.1336185193
1811	0.1336185158
1812	0.1336185152
1813	0.1336184599
1814	0.1336184389
1815	0.1336184232
1816	0.133618397
1817	0.1336183784
1818	0.1336183825
1819	0.1336183359
1820	0.1336183301
1821	0.1336183161
1822	0.1336182882
1823	0.1336182527
1824	0.1336182783
1825	0.1336182812
1826	0.1336182381
1827	0.1336182218
1828	0.1336182184
1829	0.1336181613
1830	0.1336181497
1831	0.1336181235
1832	0.133618106
1833	0.1336181124
1834	0.1336180693
1835	0.1336180973
1836	0.133618074
1837	0.1336180961
1838	0.1336180688
1839	0.1336180693
1840	0.1336180327
1841	0.1336180461
1842	0.133618053
1843	0.1336180356
1844	0.1336180071
1845	0.1336180106
1846	0.1336180158
1847	0.1336179861
1848	0.1336179873
1849	0.1336180432
1850	0.1336179809
1851	0.1336179716
1852	0.1336179588
1853	0.1336179605
1854	0.1336179174
1855	0.1336178947
1856	0.1336178755
1857	0.1336178726
1858	0.1336178482
1859	0.13361784
1860	0.1336178447
1861	0.1336178266
1862	0.1336178162
1863	0.1336132337
1864	0.1336033777
1865	0.1336033545
1866	0.1336033277
1867	0.13360333
1868	0.1336033126
1869	0.1336032933
1870	0.133603298
1871	0.1336032741
1872	0.1336032637
1873	0.1336032718
1874	0.1336032351
1875	0.1335881657
1876	0.1335881337
1877	0.1335881337
1878	0.1335881337
1879	0.1335881337
1880	0.1335881337
1881	0.1335881337
1882	0.1335881337
1883	0.1335881337
1884	0.1335837829
1885	0.1335681337
1886	0.1335681192
1887	0.1335681285
1888	0.133547548
1889	0.1335368347
1890	0.13351729
1891	0.1335070278
1892	0.1334996462
1893	0.13349574
1894	0.1334854173
1895	0.1334701697
1896	0.1334610617
1897	0.133449243
1898	0.1334248386
1899	0.1334161221
1900	0.1333948505
1901	0.1333890875
1902	0.1333757907
1903	0.1333644334
1904	0.1333206542
1905	0.1333053469
1906	0.1332645246
1907	0.1332504013
1908	0.133227839
1909	0.1332240585
1910	0.1332051368
1911	0.1331828516
1912	0.133174716
1913	0.1331603007
1914	0.1331553025
1915	0.1331475884
1916	0.1331451589
1917	0.1331287239
1918	0.133115181
1919	0.1330983396
1920	0.1330938845
1921	0.1330768618
1922	0.1330710696
1923	0.1330430279
1924	0.1330304205
1925	0.1330158392
1926	0.1330039079
1927	0.1330015373
1928	0.1329823989
1929	0.1329732292
1930	0.1329601356
1931	0.1329338457
1932	0.1329303738
1933	0.1329048079
1934	0.1328879504
1935	0.1328616545
1936	0.1328405816
1937	0.132805931
1938	0.1327863091
1939	0.13277829
1940	0.1327568463
1941	0.1327487499
1942	0.1327375186
1943	0.1327244979
1944	0.1327030168
1945	0.1326867964
1946	0.132674239
1947	0.1326577187
1948	0.1326461885
1949	0.132636307
1950	0.1326264205
1951	0.1326162997
1952	0.1326063978
1953	0.1325849274
1954	0.1325634143
1955	0.1325548277
1956	0.1325448217
1957	0.1325412962
1958	0.1325266697
1959	0.132508873
1960	0.1324894874
1961	0.1324864456
1962	0.1324676502
1963	0.1324527856
1964	0.1324244657
1965	0.1324087377
1966	0.1324012849
1967	0.1323885974
1968	0.1323742426
1969	0.1323526904
1970	0.1323197366
1971	0.1323161326
1972	0.1322967853
1973	0.1322790493
1974	0.1322765762
1975	0.1322730903
1976	0.1322657154
1977	0.1322479991
1978	0.1322427477
1979	0.1322331407
1980	0.1322316372
1981	0.1322235555
1982	0.1322199986
1983	0.1321974863
1984	0.1321831139
1985	0.1321609418
1986	0.1321429105
1987	0.1321238671
1988	0.1321048093
1989	0.1320560871
1990	0.132032517
1991	0.1320244656
1992	0.1320122331
1993	0.1320024968
1994	0.131985773
1995	0.1319650717
1996	0.1319577612
1997	0.1319419484
1998	0.1319112774
1999	0.1319045831
