iter	Passed	Remaining
1664	143999	28972
1665	144126	28894
1666	144220	28809
1667	144315	28724
1668	144438	28645
1669	144549	28563
1670	144660	28481
1671	144753	28396
1672	144844	28310
1673	144967	28231
1674	145069	28147
1675	145155	28061
1676	145218	27969
1677	145302	27882
1678	145380	27794
1679	145456	27705
1680	145527	27616
1681	145610	27529
1682	145676	27438
1683	145773	27354
1684	145855	27266
1685	145922	27176
1686	145984	27085
1687	146039	26993
1688	146101	26901
1689	146167	26811
1690	146224	26719
1691	146282	26628
1692	146346	26537
1693	146402	26445
1694	146459	26354
1695	146534	26265
1696	146627	26180
1697	146704	26092
1698	146762	26000
1699	146826	25910
1700	146890	25820
1701	146960	25731
1702	147043	25644
1703	147125	25556
1704	147223	25472
1705	147300	25384
1706	147377	25296
1707	147464	25210
1708	147524	25119
1709	147586	25029
1710	147641	24937
1711	147721	24850
1712	147811	24764
1713	147882	24675
1714	147946	24585
1715	148008	24495
1716	148084	24407
1717	148171	24321
1718	148240	24232
1719	148305	24142
1720	148373	24053
1721	148441	23964
1722	148507	23874
1723	148574	23785
1724	148645	23697
1725	148709	23607
1726	148773	23517
1727	148862	23432
1728	148958	23347
1729	149020	23257
1730	149079	23167
1731	149151	23078
1732	149225	22990
1733	149283	22900
1734	149376	22815
1735	149459	22728
1736	149524	22639
1737	149594	22551
1738	149664	22462
1739	149753	22376
1740	149818	22287
1741	149909	22202
1742	150007	22118
1743	150114	22035
1744	150180	21946
1745	150252	21858
1746	150320	21769
1747	150435	21687
1748	150509	21599
1749	150594	21513
1750	150695	21429
1751	150771	21342
1752	150843	21254
1753	150931	21168
1754	151044	21086
1755	151136	21000
1756	151213	20913
1757	151301	20827
1758	151371	20739
1759	151461	20653
1760	151579	20572
1761	151687	20489
1762	151775	20403
1763	151873	20318
1764	151962	20232
1765	152023	20143
1766	152128	20059
1767	152198	19971
1768	152293	19886
1769	152399	19803
1770	152523	19722
1771	152650	19641
1772	152771	19559
1773	152870	19475
1774	152982	19392
1775	153075	19306
1776	153194	19224
1777	153316	19143
1778	153438	19061
1779	153559	18979
1780	153658	18894
1781	153799	18814
1782	153957	18737
1783	154041	18650
1784	154109	18562
1785	154194	18475
1786	154303	18392
1787	154386	18305
1788	154497	18221
1789	154596	18137
1790	154721	18055
1791	154829	17971
1792	154948	17888
1793	155066	17805
1794	155145	17718
1795	155218	17630
1796	155308	17544
1797	155413	17460
1798	155550	17379
1799	155672	17296
1800	155770	17211
1801	155861	17125
1802	155963	17040
1803	156101	16960
1804	156173	16871
1805	156220	16781
1806	156269	16690
1807	156344	16602
1808	156399	16513
1809	156449	16422
1810	156495	16332
1811	156565	16244
1812	156613	16153
1813	156675	16064
1814	156725	15974
1815	156773	15884
1816	156829	15795
1817	156906	15707
1818	156965	15618
1819	157021	15529
1820	157094	15441
1821	157181	15355
1822	157257	15268
1823	157330	15181
1824	157408	15093
1825	157493	15007
1826	157570	14920
1827	157648	14833
1828	157753	14748
1829	157846	14663
1830	157908	14574
1831	157987	14487
1832	158077	14402
1833	158166	14316
1834	158244	14229
1835	158338	14143
1836	158429	14057
1837	158496	13969
1838	158581	13883
1839	158670	13797
1840	158719	13707
1841	158807	13621
1842	158908	13536
1843	158977	13449
1844	159050	13361
1845	159147	13276
1846	159240	13190
1847	159313	13103
1848	159364	13014
1849	159423	12926
1850	159469	12836
1851	159526	12748
1852	159614	12662
1853	159667	12573
1854	159737	12486
1855	159800	12398
1856	159870	12310
1857	159926	12222
1858	160017	12136
1859	160121	12052
1860	160218	11966
1861	160293	11879
1862	160368	11793
1863	160466	11707
1864	160585	11624
1865	160646	11536
1866	160717	11449
1867	160771	11360
1868	160840	11273
1869	160893	11185
1870	160937	11096
1871	160981	11007
1872	161031	10918
1873	161092	10831
1874	161138	10742
1875	161217	10656
1876	161261	10567
1877	161304	10478
1878	161356	10390
1879	161399	10302
1880	161468	10215
1881	161529	10127
1882	161597	10040
1883	161642	9952
1884	161708	9865
1885	161795	9779
1886	161864	9693
1887	161944	9606
1888	162038	9521
1889	162121	9435
1890	162204	9349
1891	162300	9264
1892	162371	9177
1893	162422	9090
1894	162483	9003
1895	162548	8916
1896	162627	8830
1897	162705	8743
1898	162806	8659
1899	162900	8573
1900	162958	8486
1901	163046	8400
1902	163108	8314
1903	163192	8228
1904	163267	8141
1905	163332	8055
1906	163393	7968
1907	163461	7881
1908	163547	7796
1909	163651	7711
1910	163780	7627
1911	163871	7542
1912	164006	7458
1913	164113	7373
1914	164170	7286
1915	164257	7201
1916	164346	7115
1917	164430	7029
1918	164503	6943
1919	164574	6857
1920	164643	6770
1921	164742	6685
1922	164825	6599
1923	164918	6514
1924	165003	6428
1925	165074	6342
1926	165145	6256
1927	165195	6169
1928	165290	6083
1929	165376	5998
1930	165447	5911
1931	165519	5825
1932	165603	5739
1933	165671	5653
1934	165727	5567
1935	165791	5480
1936	165868	5394
1937	165970	5309
1938	166075	5224
1939	166145	5138
1940	166238	5053
1941	166309	4967
1942	166432	4882
1943	166539	4797
1944	166656	4712
1945	166755	4627
1946	166831	4541
1947	166909	4455
1948	166995	4369
1949	167073	4283
1950	167144	4197
1951	167219	4111
1952	167315	4026
1953	167378	3940
1954	167457	3854
1955	167538	3768
1956	167618	3682
1957	167713	3597
1958	167794	3511
1959	167856	3425
1960	167945	3340
1961	168045	3254
1962	168110	3168
1963	168168	3082
1964	168233	2996
1965	168315	2910
1966	168389	2825
1967	168452	2739
1968	168561	2653
1969	168633	2568
1970	168694	2482
1971	168765	2396
1972	168843	2310
1973	168924	2224
1974	168982	2139
1975	169038	2053
1976	169096	1967
1977	169167	1881
1978	169231	1795
1979	169341	1710
1980	169411	1624
1981	169511	1539
1982	169588	1453
1983	169662	1368
1984	169760	1282
1985	169870	1197
1986	169981	1112
1987	170072	1026
1988	170157	941
1989	170244	855
1990	170342	770
1991	170425	684
1992	170497	598
1993	170572	513
1994	170636	427
1995	170706	342
1996	170788	256
1997	170846	171
1998	170909	85
1999	170991	0
